notificationId,content,views,startDate,accountId,productId
809934,The product is on sale.,7,2019-12-09,10029369,2011270
809935,The product is on sale.,5,2019-07-03,10029372,2011273
809936,The product is on sale.,2,2019-11-20,10029375,2011276
809937,The product is on sale.,10,2019-12-14,10029378,2011279
809938,The product is on sale.,7,2019-10-30,10029381,2011282
809939,The product is on sale.,5,2019-10-23,10029384,2011285
809940,The product is on sale.,9,2019-05-20,10029387,2011288
809941,The product is on sale.,3,2019-07-26,10029390,2011291
809942,The product is on sale.,10,2019-07-06,10029393,2011294
809943,The product is on sale.,5,2019-05-31,10029396,2011297
809944,The product is on sale.,12,2019-11-14,10029399,2011300
809945,The product is on sale.,8,2019-08-24,10029402,2011303
809946,The product is on sale.,12,2019-11-30,10029405,2011306
809947,The product is on sale.,19,2019-05-22,10029408,2011309
809948,The product is on sale.,6,2019-08-05,10029411,2011312
809949,The product is on sale.,9,2019-06-21,10029414,2011315
809950,The product is on sale.,9,2019-09-07,10029417,2011318
809951,The product is on sale.,20,2019-06-28,10029420,2011321
809952,The product is on sale.,2,2019-06-26,10029423,2011324
809953,The product is on sale.,20,2019-09-19,10029426,2011327
809954,The product is on sale.,4,2019-06-04,10029429,2011330
809955,The product is on sale.,11,2019-05-31,10029432,2011333
809956,The product is on sale.,8,2019-08-25,10029435,2011336
809957,The product is on sale.,15,2019-06-27,10029438,2011339
809958,The product is on sale.,8,2019-07-08,10029441,2011342
809959,The product is on sale.,18,2020-01-11,10029444,2011345
809960,The product is on sale.,17,2019-08-07,10029447,2011348
809961,The product is on sale.,3,2019-12-07,10029450,2011351
809962,The product is on sale.,6,2019-10-11,10029453,2011354
809963,The product is on sale.,10,2019-10-15,10029456,2011357
809964,The product is on sale.,11,2019-06-13,10029459,2011360
809965,The product is on sale.,8,2019-06-15,10029462,2011363
809966,The product is on sale.,16,2019-06-15,10029465,2011366
809967,The product is on sale.,15,2019-10-23,10029468,2011369
809968,The product is on sale.,20,2019-09-03,10029471,2011372
809969,The product is on sale.,4,2019-11-14,10029474,2011375
809970,The product is on sale.,15,2019-06-07,10029477,2011378
809971,The product is on sale.,4,2019-06-02,10029480,2011381
809972,The product is on sale.,5,2019-10-15,10029483,2011384
809973,The product is on sale.,10,2020-01-12,10029486,2011387
809974,The product is on sale.,8,2019-12-29,10029489,2011390
809975,The product is on sale.,9,2019-10-17,10029492,2011393
809976,The product is on sale.,20,2019-08-15,10029495,2011396
809977,The product is on sale.,6,2019-08-25,10029498,2011399
809978,The product is on sale.,9,2019-05-30,10029501,2011402
809979,The product is on sale.,5,2019-07-12,10029504,2011405
809980,The product is on sale.,10,2019-12-19,10029507,2011408
809981,The product is on sale.,2,2019-07-14,10029510,2011411
809982,The product is on sale.,5,2019-10-08,10029513,2011414
809983,The product is on sale.,1,2019-10-22,10029516,2011417
809984,The product is on sale.,6,2019-08-01,10029519,2011420
809985,The product is on sale.,16,2019-11-03,10029522,2011423
809986,The product is on sale.,10,2019-08-11,10029525,2011426
809987,The product is on sale.,17,2019-09-12,10029528,2011429
809988,The product is on sale.,17,2019-11-12,10029531,2011432
809989,The product is on sale.,11,2019-11-30,10029534,2011435
809990,The product is on sale.,16,2019-06-24,10029537,2011438
809991,The product is on sale.,3,2019-11-27,10029540,2011441
809992,The product is on sale.,10,2019-10-05,10029543,2011444
809993,The product is on sale.,15,2019-10-12,10029546,2011447
809994,The product is on sale.,7,2019-08-11,10029549,2011450
809995,The product is on sale.,8,2019-07-06,10029552,2011453
809996,The product is on sale.,15,2019-07-10,10029555,2011456
809997,The product is on sale.,20,2019-10-09,10029558,2011459
809998,The product is on sale.,11,2019-10-28,10029561,2011462
809999,The product is on sale.,19,2020-01-20,10029564,2011465
810000,The product is on sale.,7,2019-07-23,10029567,2011468
810001,The product is on sale.,18,2019-10-20,10029570,2011471
810002,The product is on sale.,10,2019-07-14,10029573,2011474
810003,The product is on sale.,1,2019-12-29,10029576,2011477
810004,The product is on sale.,12,2019-08-03,10029579,2011480
810005,The product is on sale.,2,2019-10-06,10029582,2011483
810006,The product is on sale.,10,2019-08-25,10029585,2011486
810007,The product is on sale.,15,2019-10-04,10029588,2011489
810008,The product is on sale.,14,2020-01-12,10029591,2011492
810009,The product is on sale.,19,2019-10-07,10029594,2011495
810010,The product is on sale.,10,2019-06-04,10029597,2011498
810011,The product is on sale.,17,2019-09-29,10029600,2011501
810012,The product is on sale.,8,2020-01-07,10029603,2011504
810013,The product is on sale.,16,2019-12-27,10029606,2011507
810014,The product is on sale.,19,2019-06-20,10029609,2011510
810015,The product is on sale.,15,2019-06-13,10029612,2011513
810016,The product is on sale.,8,2019-11-09,10029615,2011516
810017,The product is on sale.,14,2019-09-24,10029618,2011519
810018,The product is on sale.,13,2019-06-10,10029621,2011522
810019,The product is on sale.,15,2019-12-29,10029624,2011525
810020,The product is on sale.,18,2019-09-11,10029627,2011528
810021,The product is on sale.,6,2019-12-23,10029630,2011531
810022,The product is on sale.,14,2019-06-26,10029633,2011534
810023,The product is on sale.,3,2019-06-19,10029636,2011537
810024,The product is on sale.,1,2019-08-17,10029639,2011540
810025,The product is on sale.,20,2019-05-13,10029642,2011543
810026,The product is on sale.,2,2019-09-23,10029645,2011546
810027,The product is on sale.,12,2019-11-19,10029648,2011549
810028,The product is on sale.,3,2019-12-26,10029651,2011552
810029,The product is on sale.,2,2019-06-29,10029654,2011555
810030,The product is on sale.,15,2019-10-27,10029657,2011558
810031,The product is on sale.,15,2020-01-21,10029660,2011561
810032,The product is on sale.,19,2019-09-30,10029663,2011564
810033,The product is on sale.,2,2019-05-22,10029666,2011567
810034,The product is on sale.,3,2019-12-07,10029669,2011570
810035,The product is on sale.,3,2019-08-03,10029672,2011573
810036,The product is on sale.,12,2020-01-23,10029675,2011576
810037,The product is on sale.,4,2020-01-13,10029678,2011579
810038,The product is on sale.,3,2019-08-16,10029681,2011582
810039,The product is on sale.,10,2019-08-23,10029684,2011585
810040,The product is on sale.,12,2019-12-19,10029687,2011588
810041,The product is on sale.,13,2019-11-07,10029690,2011591
810042,The product is on sale.,19,2019-12-30,10029693,2011594
810043,The product is on sale.,3,2019-11-17,10029696,2011597
810044,The product is on sale.,12,2020-01-15,10029699,2011600
810045,The product is on sale.,1,2019-05-10,10029702,2011603
810046,The product is on sale.,13,2019-06-09,10029705,2011606
810047,The product is on sale.,17,2019-06-22,10029708,2011609
810048,The product is on sale.,11,2020-01-06,10029711,2011612
810049,The product is on sale.,10,2019-12-30,10029714,2011615
810050,The product is on sale.,20,2019-06-01,10029717,2011618
810051,The product is on sale.,12,2019-11-04,10029720,2011621
810052,The product is on sale.,13,2019-09-22,10029723,2011624
810053,The product is on sale.,8,2019-08-21,10029726,2011627
810054,The product is on sale.,14,2019-12-01,10029729,2011630
810055,The product is on sale.,4,2019-10-10,10029732,2011633
810056,The product is on sale.,8,2019-06-25,10029735,2011636
810057,The product is on sale.,12,2020-01-13,10029738,2011639
810058,The product is on sale.,17,2019-12-01,10029741,2011642
810059,The product is on sale.,19,2019-11-03,10029744,2011645
810060,The product is on sale.,20,2019-07-22,10029747,2011648
810061,The product is on sale.,1,2019-10-26,10029750,2011651
810062,The product is on sale.,19,2019-09-02,10029753,2011654
810063,The product is on sale.,18,2019-08-21,10029756,2011657
810064,The product is on sale.,4,2020-01-01,10029759,2011660
810065,The product is on sale.,7,2019-08-20,10029762,2011663
810066,The product is on sale.,6,2019-07-08,10029765,2011666
810067,The product is on sale.,10,2019-08-12,10029768,2011669
810068,The product is on sale.,3,2019-06-03,10029771,2011672
810069,The product is on sale.,2,2019-06-05,10029774,2011675
810070,The product is on sale.,1,2019-06-02,10029777,2011678
810071,The product is on sale.,17,2019-06-20,10029780,2011681
810072,The product is on sale.,9,2019-08-15,10029783,2011684
810073,The product is on sale.,2,2019-11-19,10029786,2011687
810074,The product is on sale.,3,2019-12-20,10029789,2011690
810075,The product is on sale.,4,2019-06-10,10029792,2011693
810076,The product is on sale.,14,2019-10-23,10029795,2011696
810077,The product is on sale.,1,2019-06-13,10029798,2011699
810078,The product is on sale.,5,2019-12-10,10029801,2011702
810079,The product is on sale.,8,2019-07-02,10029804,2011705
810080,The product is on sale.,8,2019-10-29,10029807,2011708
810081,The product is on sale.,14,2019-07-13,10029810,2011711
810082,The product is on sale.,12,2019-07-27,10029813,2011714
810083,The product is on sale.,5,2019-06-25,10029816,2011717
810084,The product is on sale.,9,2019-06-26,10029819,2011720
810085,The product is on sale.,15,2019-10-12,10029822,2011723
810086,The product is on sale.,19,2020-01-02,10029825,2011726
810087,The product is on sale.,11,2019-11-14,10029828,2011729
810088,The product is on sale.,7,2019-07-31,10029831,2011732
810089,The product is on sale.,16,2019-09-24,10029834,2011735
810090,The product is on sale.,9,2019-09-03,10029837,2011738
810091,The product is on sale.,1,2019-07-02,10029840,2011741
810092,The product is on sale.,6,2019-08-13,10029843,2011744
810093,The product is on sale.,15,2019-10-19,10029846,2011747
810094,The product is on sale.,13,2019-06-25,10029849,2011750
810095,The product is on sale.,11,2019-10-18,10029852,2011753
810096,The product is on sale.,1,2019-08-16,10029855,2011756
810097,The product is on sale.,4,2019-09-09,10029858,2011759
810098,The product is on sale.,12,2019-11-01,10029861,2011762
810099,The product is on sale.,13,2019-08-23,10029864,2011765
810100,The product is on sale.,19,2019-11-16,10029867,2011768
810101,The product is on sale.,12,2019-12-27,10029870,2011771
810102,The product is on sale.,5,2019-09-25,10029873,2011774
810103,The product is on sale.,13,2019-10-25,10029876,2011777
810104,The product is on sale.,19,2019-11-26,10029879,2011780
810105,The product is on sale.,6,2019-11-05,10029882,2011783
810106,The product is on sale.,19,2020-01-09,10029885,2011786
810107,The product is on sale.,17,2019-05-28,10029888,2011789
810108,The product is on sale.,17,2019-12-13,10029891,2011792
810109,The product is on sale.,15,2019-08-25,10029894,2011795
810110,The product is on sale.,4,2019-09-07,10029897,2011798
810111,The product is on sale.,18,2019-10-17,10029900,2011801
810112,The product is on sale.,1,2019-08-15,10029903,2011804
810113,The product is on sale.,20,2019-08-25,10029906,2011807
810114,The product is on sale.,3,2019-05-31,10029909,2011810
810115,The product is on sale.,10,2019-11-08,10029912,2011813
810116,The product is on sale.,1,2019-09-07,10029915,2011816
810117,The product is on sale.,10,2019-12-14,10029918,2011819
810118,The product is on sale.,7,2019-05-16,10029921,2011822
810119,The product is on sale.,4,2019-06-20,10029924,2011825
810120,The product is on sale.,8,2019-12-29,10029927,2011828
810121,The product is on sale.,3,2019-10-21,10029930,2011831
810122,The product is on sale.,6,2019-08-27,10029933,2011834
810123,The product is on sale.,16,2019-06-07,10029936,2011837
810124,The product is on sale.,5,2019-11-16,10029939,2011840
810125,The product is on sale.,6,2019-09-21,10029942,2011843
810126,The product is on sale.,3,2019-05-24,10029945,2011846
810127,The product is on sale.,13,2019-06-09,10029948,2011849
810128,The product is on sale.,17,2019-09-29,10029951,2011852
810129,The product is on sale.,15,2019-12-21,10029954,2011855
810130,The product is on sale.,9,2020-01-02,10029957,2011858
810131,The product is on sale.,18,2019-11-30,10029960,2011861
810132,The product is on sale.,7,2019-08-13,10029963,2011864
810133,The product is on sale.,16,2019-05-19,10029966,2011867
810134,The product is on sale.,7,2019-10-04,10029969,2011870
810135,The product is on sale.,8,2019-06-23,10029972,2011873
810136,The product is on sale.,1,2020-01-14,10029975,2011876
810137,The product is on sale.,14,2019-10-10,10029978,2011879
810138,The product is on sale.,17,2019-05-16,10029981,2011882
810139,The product is on sale.,19,2019-05-26,10029984,2011885
810140,The product is on sale.,2,2019-06-20,10029987,2011888
810141,The product is on sale.,5,2019-08-21,10029990,2011891
810142,The product is on sale.,13,2019-07-07,10029993,2011894
810143,The product is on sale.,15,2019-06-17,10029996,2011897
810144,The product is on sale.,14,2019-11-25,10029999,2011900
810145,The product is on sale.,2,2019-11-11,10030002,2011903
810146,The product is on sale.,13,2019-08-30,10030005,2011906
810147,The product is on sale.,16,2019-10-20,10030008,2011909
810148,The product is on sale.,17,2019-08-12,10030011,2011912
810149,The product is on sale.,5,2019-12-13,10030014,2011915
810150,The product is on sale.,13,2019-09-29,10030017,2011918
810151,The product is on sale.,9,2019-07-30,10030020,2011921
810152,The product is on sale.,4,2019-11-24,10030023,2011924
810153,The product is on sale.,15,2019-05-11,10030026,2011927
810154,The product is on sale.,12,2019-08-19,10030029,2011930
810155,The product is on sale.,10,2019-06-07,10030032,2011933
810156,The product is on sale.,19,2019-07-02,10030035,2011936
810157,The product is on sale.,10,2019-12-26,10030038,2011939
810158,The product is on sale.,2,2019-09-14,10030041,2011942
810159,The product is on sale.,1,2019-12-13,10030044,2011945
810160,The product is on sale.,8,2019-07-02,10030047,2011948
810161,The product is on sale.,3,2019-06-01,10030050,2011951
810162,The product is on sale.,18,2019-06-19,10030053,2011954
810163,The product is on sale.,13,2019-08-19,10030056,2011957
810164,The product is on sale.,5,2020-01-16,10030059,2011960
810165,The product is on sale.,20,2019-09-03,10030062,2011963
810166,The product is on sale.,2,2019-10-30,10030065,2011966
810167,The product is on sale.,6,2019-08-02,10030068,2011969
810168,The product is on sale.,5,2019-07-06,10030071,2011972
810169,The product is on sale.,9,2019-06-12,10030074,2011975
810170,The product is on sale.,1,2019-07-07,10030077,2011978
810171,The product is on sale.,17,2019-07-05,10030080,2011981
810172,The product is on sale.,2,2019-08-17,10030083,2011984
810173,The product is on sale.,5,2019-05-26,10030086,2011987
810174,The product is on sale.,19,2019-12-12,10030089,2011990
810175,The product is on sale.,3,2019-08-21,10030092,2011993
810176,The product is on sale.,5,2019-07-19,10030095,2011996
810177,The product is on sale.,19,2019-12-21,10030098,2011999
810178,The product is on sale.,1,2019-06-05,10030101,2012002
810179,The product is on sale.,6,2019-09-03,10030104,2012005
810180,The product is on sale.,11,2019-06-05,10030107,2012008
810181,The product is on sale.,19,2020-01-22,10030110,2012011
810182,The product is on sale.,13,2019-11-16,10030113,2012014
810183,The product is on sale.,1,2019-11-04,10030116,2012017
810184,The product is on sale.,16,2019-10-31,10030119,2012020
810185,The product is on sale.,5,2019-09-06,10030122,2012023
810186,The product is on sale.,7,2019-08-18,10030125,2012026
810187,The product is on sale.,1,2019-06-06,10030128,2012029
810188,The product is on sale.,1,2020-01-06,10030131,2012032
810189,The product is on sale.,5,2020-01-22,10030134,2012035
810190,The product is on sale.,18,2019-12-05,10030137,2012038
810191,The product is on sale.,7,2020-01-10,10030140,2012041
810192,The product is on sale.,8,2019-11-09,10030143,2012044
810193,The product is on sale.,14,2019-11-27,10030146,2012047
810194,The product is on sale.,3,2019-12-25,10030149,2012050
810195,The product is on sale.,14,2019-09-13,10030152,2012053
810196,The product is on sale.,17,2019-10-29,10030155,2012056
810197,The product is on sale.,8,2019-08-05,10030158,2012059
810198,The product is on sale.,17,2020-01-01,10030161,2012062
810199,The product is on sale.,16,2019-10-30,10030164,2012065
810200,The product is on sale.,13,2019-11-29,10030167,2012068
810201,The product is on sale.,19,2019-10-23,10030170,2012071
810202,The product is on sale.,19,2019-05-09,10030173,2012074
810203,The product is on sale.,1,2019-06-12,10030176,2012077
810204,The product is on sale.,18,2019-10-08,10030179,2012080
810205,The product is on sale.,13,2019-07-10,10030182,2012083
810206,The product is on sale.,5,2020-01-21,10030185,2012086
810207,The product is on sale.,2,2019-08-11,10030188,2012089
810208,The product is on sale.,6,2019-05-12,10030191,2012092
810209,The product is on sale.,9,2019-09-20,10030194,2012095
810210,The product is on sale.,6,2019-09-29,10030197,2012098
810211,The product is on sale.,9,2019-06-27,10030200,2012101
810212,The product is on sale.,7,2019-08-20,10030203,2012104
810213,The product is on sale.,4,2019-07-05,10030206,2012107
810214,The product is on sale.,20,2020-01-22,10030209,2012110
810215,The product is on sale.,6,2019-12-02,10030212,2012113
810216,The product is on sale.,6,2019-10-03,10030215,2012116
810217,The product is on sale.,20,2019-12-21,10030218,2012119
810218,The product is on sale.,16,2019-06-30,10030221,2012122
810219,The product is on sale.,4,2020-01-12,10030224,2012125
810220,The product is on sale.,20,2019-06-05,10030227,2012128
810221,The product is on sale.,5,2019-12-22,10030230,2012131
810222,The product is on sale.,9,2019-11-18,10030233,2012134
810223,The product is on sale.,19,2019-05-20,10030236,2012137
810224,The product is on sale.,4,2020-01-07,10030239,2012140
810225,The product is on sale.,10,2019-06-25,10030242,2012143
810226,The product is on sale.,20,2019-06-11,10030245,2012146
810227,The product is on sale.,12,2019-08-24,10030248,2012149
810228,The product is on sale.,13,2019-11-19,10030251,2012152
810229,The product is on sale.,11,2019-09-04,10030254,2012155
810230,The product is on sale.,14,2019-06-25,10030257,2012158
810231,The product is on sale.,16,2019-08-05,10030260,2012161
810232,The product is on sale.,1,2019-06-02,10030263,2012164
810233,The product is on sale.,4,2019-10-10,10030266,2012167
810234,The product is on sale.,17,2020-01-17,10030269,2012170
810235,The product is on sale.,7,2019-12-11,10030272,2012173
810236,The product is on sale.,7,2019-05-21,10030275,2012176
810237,The product is on sale.,10,2019-12-06,10030278,2012179
810238,The product is on sale.,15,2019-11-24,10030281,2012182
810239,The product is on sale.,3,2019-12-23,10030284,2012185
810240,The product is on sale.,17,2019-10-19,10030287,2012188
810241,The product is on sale.,12,2019-08-27,10030290,2012191
810242,The product is on sale.,6,2019-08-09,10030293,2012194
810243,The product is on sale.,8,2019-11-19,10030296,2012197
810244,The product is on sale.,19,2019-05-25,10030299,2012200
810245,The product is on sale.,1,2019-11-30,10030302,2012203
810246,The product is on sale.,7,2019-07-13,10030305,2012206
810247,The product is on sale.,8,2020-01-16,10030308,2012209
810248,The product is on sale.,7,2019-09-24,10030311,2012212
810249,The product is on sale.,7,2019-09-23,10030314,2012215
810250,The product is on sale.,13,2019-11-20,10030317,2012218
810251,The product is on sale.,5,2019-08-08,10030320,2012221
810252,The product is on sale.,4,2019-11-02,10030323,2012224
810253,The product is on sale.,12,2019-10-05,10030326,2012227
810254,The product is on sale.,13,2019-05-27,10030329,2012230
810255,The product is on sale.,12,2019-10-11,10030332,2012233
810256,The product is on sale.,19,2019-05-27,10030335,2012236
810257,The product is on sale.,17,2019-11-20,10030338,2012239
810258,The product is on sale.,13,2019-10-27,10030341,2012242
810259,The product is on sale.,10,2019-05-30,10030344,2012245
810260,The product is on sale.,15,2019-10-08,10030347,2012248
810261,The product is on sale.,9,2019-09-15,10030350,2012251
810262,The product is on sale.,2,2019-11-27,10030353,2012254
810263,The product is on sale.,3,2019-05-22,10030356,2012257
810264,The product is on sale.,8,2019-06-14,10030359,2012260
810265,The product is on sale.,12,2019-07-13,10030362,2012263
810266,The product is on sale.,11,2019-09-10,10030365,2012266
810267,The product is on sale.,18,2019-09-11,10030368,2012269
810268,The product is on sale.,2,2020-01-07,10030371,2012272
810269,The product is on sale.,13,2019-06-09,10030374,2012275
810270,The product is on sale.,20,2019-05-18,10030377,2012278
810271,The product is on sale.,17,2019-09-27,10030380,2012281
810272,The product is on sale.,2,2019-11-03,10030383,2012284
810273,The product is on sale.,8,2020-01-20,10030386,2012287
810274,The product is on sale.,13,2019-11-08,10030389,2012290
810275,The product is on sale.,12,2019-11-22,10030392,2012293
810276,The product is on sale.,19,2019-06-10,10030395,2012296
810277,The product is on sale.,18,2020-01-23,10030398,2012299
810278,The product is on sale.,14,2019-05-22,10030401,2012302
810279,The product is on sale.,1,2019-06-24,10030404,2012305
810280,The product is on sale.,3,2019-10-10,10030407,2012308
810281,The product is on sale.,1,2019-10-08,10030410,2012311
810282,The product is on sale.,13,2019-12-16,10030413,2012314
810283,The product is on sale.,19,2019-10-30,10030416,2012317
810284,The product is on sale.,12,2019-09-28,10030419,2012320
810285,The product is on sale.,10,2020-01-02,10030422,2012323
810286,The product is on sale.,2,2019-09-10,10030425,2012326
810287,The product is on sale.,12,2019-10-14,10030428,2012329
810288,The product is on sale.,7,2019-12-21,10030431,2012332
810289,The product is on sale.,8,2019-11-10,10030434,2012335
810290,The product is on sale.,17,2019-08-10,10030437,2012338
810291,The product is on sale.,2,2019-07-07,10030440,2012341
810292,The product is on sale.,6,2019-05-25,10030443,2012344
810293,The product is on sale.,5,2019-05-19,10030446,2012347
810294,The product is on sale.,15,2020-01-11,10030449,2012350
810295,The product is on sale.,8,2020-01-05,10030452,2012353
810296,The product is on sale.,3,2019-08-07,10030455,2012356
810297,The product is on sale.,8,2019-05-20,10030458,2012359
810298,The product is on sale.,13,2019-10-20,10030461,2012362
810299,The product is on sale.,7,2019-10-05,10030464,2012365
810300,The product is on sale.,11,2019-07-03,10030467,2012368
810301,The product is on sale.,13,2019-08-19,10030470,2012371
810302,The product is on sale.,3,2019-05-25,10030473,2012374
810303,The product is on sale.,20,2019-10-15,10030476,2012377
810304,The product is on sale.,16,2019-10-27,10030479,2012380
810305,The product is on sale.,3,2019-05-31,10030482,2012383
810306,The product is on sale.,20,2019-08-26,10030485,2012386
810307,The product is on sale.,9,2019-12-30,10030488,2012389
810308,The product is on sale.,16,2019-09-18,10030491,2012392
810309,The product is on sale.,1,2019-05-18,10030494,2012395
810310,The product is on sale.,1,2019-10-01,10030497,2012398
810311,The product is on sale.,7,2019-06-17,10030500,2012401
810312,The product is on sale.,17,2019-11-06,10030503,2012404
810313,The product is on sale.,17,2019-09-02,10030506,2012407
810314,The product is on sale.,14,2019-06-14,10030509,2012410
810315,The product is on sale.,11,2019-11-12,10030512,2012413
810316,The product is on sale.,7,2019-05-11,10030515,2012416
810317,The product is on sale.,15,2019-11-07,10030518,2012419
810318,The product is on sale.,19,2019-07-22,10030521,2012422
810319,The product is on sale.,16,2019-11-13,10030524,2012425
810320,The product is on sale.,13,2019-09-06,10030527,2012428
810321,The product is on sale.,2,2019-07-03,10030530,2012431
810322,The product is on sale.,9,2019-07-03,10030533,2012434
810323,The product is on sale.,15,2019-12-02,10030536,2012437
810324,The product is on sale.,9,2019-12-07,10030539,2012440
810325,The product is on sale.,6,2019-05-29,10030542,2012443
810326,The product is on sale.,20,2019-07-31,10030545,2012446
810327,The product is on sale.,17,2019-12-30,10030548,2012449
810328,The product is on sale.,9,2019-06-22,10030551,2012452
810329,The product is on sale.,2,2019-11-07,10030554,2012455
810330,The product is on sale.,20,2019-12-03,10030557,2012458
810331,The product is on sale.,18,2019-07-30,10030560,2012461
810332,The product is on sale.,3,2019-08-12,10030563,2012464
810333,The product is on sale.,5,2019-12-10,10030566,2012467
810334,The product is on sale.,12,2019-10-20,10030569,2012470
810335,The product is on sale.,12,2019-09-29,10030572,2012473
810336,The product is on sale.,20,2019-11-16,10030575,2012476
810337,The product is on sale.,12,2019-11-08,10030578,2012479
810338,The product is on sale.,2,2019-08-28,10030581,2012482
810339,The product is on sale.,1,2019-10-05,10030584,2012485
810340,The product is on sale.,4,2019-07-15,10030587,2012488
810341,The product is on sale.,6,2019-08-09,10030590,2012491
810342,The product is on sale.,2,2019-11-23,10030593,2012494
810343,The product is on sale.,12,2019-12-30,10030596,2012497
810344,The product is on sale.,4,2019-12-21,10030599,2012500
810345,The product is on sale.,7,2019-12-21,10030602,2012503
810346,The product is on sale.,7,2019-06-01,10030605,2012506
810347,The product is on sale.,20,2019-12-27,10030608,2012509
810348,The product is on sale.,17,2019-05-31,10030611,2012512
810349,The product is on sale.,19,2019-11-23,10030614,2012515
810350,The product is on sale.,14,2019-08-12,10030617,2012518
810351,The product is on sale.,15,2019-07-21,10030620,2012521
810352,The product is on sale.,19,2020-01-22,10030623,2012524
810353,The product is on sale.,6,2020-01-12,10030626,2012527
810354,The product is on sale.,15,2019-08-12,10030629,2012530
810355,The product is on sale.,8,2019-10-25,10030632,2012533
810356,The product is on sale.,20,2019-07-07,10030635,2012536
810357,The product is on sale.,3,2019-10-21,10030638,2012539
810358,The product is on sale.,7,2019-08-24,10030641,2012542
810359,The product is on sale.,5,2019-11-19,10030644,2012545
810360,The product is on sale.,2,2019-08-08,10030647,2012548
810361,The product is on sale.,7,2020-01-05,10030650,2012551
810362,The product is on sale.,12,2019-11-23,10030653,2012554
810363,The product is on sale.,19,2020-01-21,10030656,2012557
810364,The product is on sale.,19,2019-11-17,10030659,2012560
810365,The product is on sale.,12,2019-06-12,10030662,2012563
810366,The product is on sale.,20,2019-08-02,10030665,2012566
810367,The product is on sale.,20,2019-09-01,10030668,2012569
810368,The product is on sale.,7,2020-01-16,10030671,2012572
810369,The product is on sale.,5,2020-01-09,10030674,2012575
810370,The product is on sale.,15,2019-06-29,10030677,2012578
810371,The product is on sale.,8,2019-06-22,10030680,2012581
810372,The product is on sale.,8,2019-05-25,10030683,2012584
810373,The product is on sale.,1,2019-12-08,10030686,2012587
810374,The product is on sale.,13,2019-10-15,10030689,2012590
810375,The product is on sale.,4,2019-05-29,10030692,2012593
810376,The product is on sale.,14,2019-06-26,10030695,2012596
810377,The product is on sale.,14,2019-08-15,10030698,2012599
810378,The product is on sale.,20,2019-07-31,10030701,2012602
810379,The product is on sale.,19,2019-11-09,10030704,2012605
810380,The product is on sale.,12,2019-10-20,10030707,2012608
810381,The product is on sale.,16,2019-08-14,10030710,2012611
810382,The product is on sale.,6,2019-10-26,10030713,2012614
810383,The product is on sale.,11,2019-10-21,10030716,2012617
810384,The product is on sale.,9,2019-06-19,10030719,2012620
810385,The product is on sale.,2,2019-10-08,10030722,2012623
810386,The product is on sale.,5,2019-08-17,10030725,2012626
810387,The product is on sale.,18,2020-01-14,10030728,2012629
810388,The product is on sale.,14,2019-07-24,10030731,2012632
810389,The product is on sale.,2,2019-12-04,10030734,2012635
810390,The product is on sale.,10,2019-11-08,10030737,2012638
810391,The product is on sale.,3,2019-12-06,10030740,2012641
810392,The product is on sale.,11,2019-12-14,10030743,2012644
810393,The product is on sale.,8,2019-09-01,10030746,2012647
810394,The product is on sale.,11,2019-09-14,10030749,2012650
810395,The product is on sale.,3,2019-07-30,10030752,2012653
810396,The product is on sale.,3,2019-12-19,10030755,2012656
810397,The product is on sale.,17,2019-06-21,10030758,2012659
810398,The product is on sale.,11,2019-09-06,10030761,2012662
810399,The product is on sale.,16,2019-08-31,10030764,2012665
810400,The product is on sale.,1,2019-08-16,10030767,2012668
810401,The product is on sale.,4,2019-06-11,10030770,2012671
810402,The product is on sale.,10,2019-10-25,10030773,2012674
810403,The product is on sale.,4,2019-07-30,10030776,2012677
810404,The product is on sale.,20,2019-07-16,10030779,2012680
810405,The product is on sale.,12,2019-11-03,10030782,2012683
810406,The product is on sale.,9,2019-08-07,10030785,2012686
810407,The product is on sale.,19,2019-08-24,10030788,2012689
810408,The product is on sale.,5,2019-07-21,10030791,2012692
810409,The product is on sale.,18,2019-09-17,10030794,2012695
810410,The product is on sale.,13,2019-10-29,10030797,2012698
810411,The product is on sale.,12,2019-09-21,10030800,2012701
810412,The product is on sale.,5,2019-10-22,10030803,2012704
810413,The product is on sale.,4,2019-12-05,10030806,2012707
810414,The product is on sale.,13,2019-09-20,10030809,2012710
810415,The product is on sale.,7,2019-09-11,10030812,2012713
810416,The product is on sale.,14,2019-10-03,10030815,2012716
810417,The product is on sale.,9,2019-07-16,10030818,2012719
810418,The product is on sale.,5,2019-06-16,10030821,2012722
810419,The product is on sale.,15,2019-07-12,10030824,2012725
810420,The product is on sale.,10,2019-06-16,10030827,2012728
810421,The product is on sale.,14,2019-10-15,10030830,2012731
810422,The product is on sale.,9,2019-09-17,10030833,2012734
810423,The product is on sale.,9,2019-12-16,10030836,2012737
810424,The product is on sale.,9,2019-08-03,10030839,2012740
810425,The product is on sale.,16,2019-07-23,10030842,2012743
810426,The product is on sale.,17,2019-06-09,10030845,2012746
810427,The product is on sale.,14,2020-01-23,10030848,2012749
810428,The product is on sale.,3,2019-07-17,10030851,2012752
810429,The product is on sale.,6,2019-05-22,10030854,2012755
810430,The product is on sale.,12,2019-06-08,10030857,2012758
810431,The product is on sale.,19,2019-05-27,10030860,2012761
810432,The product is on sale.,6,2019-06-29,10030863,2012764
