cartNumber,created,AccountNumber
143370,2020-02-15,10025684
143375,2019-10-03,10025685
143380,2019-10-14,10025686
143385,2020-01-05,10025687
143390,2019-03-05,10025688
143395,2019-02-01,10025689
143400,2019-10-28,10025690
143405,2019-12-14,10025691
143410,2020-02-13,10025692
143415,2019-11-15,10025693
143420,2019-07-16,10025694
143425,2020-01-27,10025695
143430,2019-04-11,10025696
143435,2019-01-23,10025697
143440,2019-10-26,10025698
143445,2019-09-16,10025699
143450,2019-12-30,10025700
143455,2019-06-30,10025701
143460,2019-11-20,10025702
143465,2019-11-06,10025703
143470,2019-06-06,10025704
143475,2019-06-13,10025705
143480,2019-12-17,10025706
143485,2019-02-28,10025707
143490,2019-04-05,10025708
143495,2019-09-25,10025709
143500,2020-02-08,10025710
143505,2019-05-04,10025711
143510,2019-02-15,10025712
143515,2019-03-11,10025713
143520,2019-09-28,10025714
143525,2019-12-15,10025715
143530,2019-09-24,10025716
143535,2019-01-22,10025717
143540,2019-07-24,10025718
143545,2019-12-09,10025719
143550,2019-01-16,10025720
143555,2019-11-25,10025721
143560,2019-05-08,10025722
143565,2019-11-22,10025723
143570,2020-01-18,10025724
143575,2019-11-07,10025725
143580,2019-03-27,10025726
143585,2019-05-18,10025727
143590,2019-12-09,10025728
143595,2019-05-29,10025729
143600,2019-04-22,10025730
143605,2019-08-19,10025731
143610,2019-01-26,10025732
143615,2019-09-05,10025733
143620,2019-02-24,10025734
143625,2019-05-06,10025735
143630,2019-07-06,10025736
143635,2019-07-03,10025737
143640,2019-10-28,10025738
143645,2019-02-24,10025739
143650,2019-12-27,10025740
143655,2019-08-28,10025741
143660,2019-11-23,10025742
143665,2019-05-05,10025743
143670,2019-09-11,10025744
143675,2020-01-23,10025745
143680,2019-01-21,10025746
143685,2019-03-24,10025747
143690,2020-01-02,10025748
143695,2020-01-18,10025749
143700,2019-04-30,10025750
143705,2019-10-20,10025751
143710,2019-04-19,10025752
143715,2019-01-13,10025753
143720,2019-09-11,10025754
143725,2019-08-31,10025755
143730,2019-03-06,10025756
143735,2019-02-07,10025757
143740,2019-09-03,10025758
143745,2019-03-13,10025759
143750,2019-10-22,10025760
143755,2019-11-23,10025761
143760,2019-03-14,10025762
143765,2019-08-13,10025763
143770,2019-10-12,10025764
143775,2019-08-13,10025765
143780,2019-12-04,10025766
143785,2019-10-07,10025767
143790,2019-09-23,10025768
143795,2019-11-23,10025769
143800,2019-11-23,10025770
143805,2019-12-05,10025771
143810,2019-09-14,10025772
143815,2019-04-16,10025773
143820,2019-01-17,10025774
143825,2019-09-09,10025775
143830,2019-06-30,10025776
143835,2019-07-29,10025777
143840,2019-06-15,10025778
143845,2019-02-25,10025779
143850,2019-08-11,10025780
143855,2019-02-16,10025781
143860,2019-01-06,10025782
143865,2019-03-22,10025783
143870,2019-11-24,10025784
143875,2019-10-21,10025785
143880,2019-02-15,10025786
143885,2019-02-19,10025787
143890,2020-02-14,10025788
143895,2019-12-29,10025789
143900,2020-02-03,10025790
143905,2019-11-14,10025791
143910,2019-04-01,10025792
143915,2019-01-29,10025793
143920,2019-11-28,10025794
143925,2020-02-12,10025795
143930,2019-08-08,10025796
143935,2019-07-28,10025797
143940,2019-12-30,10025798
143945,2020-01-12,10025799
143950,2019-06-23,10025800
143955,2019-11-12,10025801
143960,2019-07-09,10025802
143965,2019-04-04,10025803
143970,2019-06-20,10025804
143975,2019-03-22,10025805
143980,2019-02-07,10025806
143985,2019-09-28,10025807
143990,2019-06-06,10025808
143995,2019-07-14,10025809
144000,2019-12-22,10025810
144005,2020-02-12,10025811
144010,2020-01-15,10025812
144015,2019-02-23,10025813
144020,2019-09-28,10025814
144025,2019-01-09,10025815
144030,2020-02-05,10025816
144035,2019-10-24,10025817
144040,2019-10-09,10025818
144045,2019-02-06,10025819
144050,2019-07-12,10025820
144055,2019-08-02,10025821
144060,2019-07-06,10025822
144065,2019-04-08,10025823
144070,2019-04-28,10025824
144075,2019-05-26,10025825
144080,2020-01-29,10025826
144085,2019-10-15,10025827
144090,2019-04-07,10025828
144095,2019-01-05,10025829
144100,2019-10-04,10025830
144105,2019-04-14,10025831
144110,2019-09-15,10025832
144115,2019-05-12,10025833
144120,2019-07-18,10025834
144125,2019-07-31,10025835
144130,2019-06-06,10025836
144135,2019-01-26,10025837
144140,2019-06-24,10025838
144145,2019-09-21,10025839
144150,2019-02-22,10025840
144155,2019-08-03,10025841
144160,2019-05-07,10025842
144165,2020-02-06,10025843
144170,2020-01-26,10025844
144175,2019-06-11,10025845
144180,2019-04-02,10025846
144185,2019-11-29,10025847
144190,2019-06-15,10025848
144195,2019-06-07,10025849
144200,2020-02-04,10025850
144205,2019-11-02,10025851
144210,2019-12-10,10025852
144215,2019-06-09,10025853
144220,2019-09-20,10025854
144225,2020-01-28,10025855
144230,2019-02-14,10025856
144235,2019-03-03,10025857
144240,2019-01-30,10025858
144245,2020-02-02,10025859
144250,2019-01-01,10025860
144255,2019-08-14,10025861
144260,2019-07-06,10025862
144265,2019-03-23,10025863
144270,2019-01-12,10025864
144275,2019-09-25,10025865
144280,2019-06-15,10025866
144285,2019-06-17,10025867
144290,2019-05-14,10025868
144295,2020-02-08,10025869
144300,2019-08-05,10025870
144305,2019-06-18,10025871
144310,2019-12-25,10025872
144315,2019-12-26,10025873
144320,2019-12-03,10025874
144325,2019-03-23,10025875
144330,2019-07-24,10025876
144335,2019-10-07,10025877
144340,2019-10-21,10025878
144345,2019-02-21,10025879
144350,2019-10-07,10025880
144355,2019-01-25,10025881
144360,2019-03-30,10025882
144365,2019-08-07,10025883
144370,2019-07-16,10025884
144375,2019-06-13,10025885
144380,2019-03-11,10025886
144385,2019-06-19,10025887
144390,2019-10-22,10025888
144395,2019-03-05,10025889
144400,2019-11-11,10025890
144405,2019-09-15,10025891
144410,2019-12-21,10025892
144415,2019-08-13,10025893
144420,2019-03-25,10025894
144425,2019-02-05,10025895
144430,2019-11-23,10025896
144435,2019-04-12,10025897
144440,2019-09-15,10025898
144445,2020-01-31,10025899
144450,2019-12-21,10025900
144455,2019-12-08,10025901
144460,2020-02-09,10025902
144465,2019-08-30,10025903
144470,2019-01-24,10025904
144475,2019-06-22,10025905
144480,2019-05-09,10025906
144485,2019-10-15,10025907
144490,2019-07-26,10025908
144495,2019-04-12,10025909
144500,2019-03-06,10025910
144505,2019-01-19,10025911
144510,2019-07-20,10025912
144515,2020-01-10,10025913
144520,2020-01-18,10025914
144525,2019-12-05,10025915
144530,2019-07-28,10025916
144535,2019-04-17,10025917
144540,2019-11-10,10025918
144545,2019-01-24,10025919
144550,2019-06-02,10025920
144555,2019-04-27,10025921
144560,2019-11-23,10025922
144565,2019-05-26,10025923
144570,2019-01-24,10025924
144575,2019-08-08,10025925
144580,2019-03-13,10025926
144585,2019-03-02,10025927
144590,2019-04-13,10025928
144595,2019-02-20,10025929
144600,2019-12-02,10025930
144605,2019-09-24,10025931
144610,2019-04-24,10025932
144615,2019-04-18,10025933
144620,2019-11-08,10025934
144625,2019-06-29,10025935
144630,2019-03-01,10025936
144635,2019-04-18,10025937
144640,2019-05-23,10025938
144645,2019-10-20,10025939
144650,2019-12-13,10025940
144655,2019-08-04,10025941
144660,2019-07-11,10025942
144665,2019-07-19,10025943
144670,2019-04-28,10025944
144675,2019-11-19,10025945
144680,2019-10-04,10025946
144685,2019-07-25,10025947
144690,2019-09-27,10025948
144695,2020-01-20,10025949
144700,2019-09-04,10025950
144705,2019-03-30,10025951
144710,2019-08-30,10025952
144715,2019-02-16,10025953
144720,2019-01-16,10025954
144725,2019-11-14,10025955
144730,2019-03-06,10025956
144735,2019-03-16,10025957
144740,2020-01-15,10025958
144745,2019-11-18,10025959
144750,2019-03-22,10025960
144755,2019-10-12,10025961
144760,2020-02-13,10025962
144765,2019-09-27,10025963
144770,2019-07-08,10025964
144775,2019-10-05,10025965
144780,2020-01-20,10025966
144785,2019-09-10,10025967
144790,2020-01-31,10025968
144795,2019-06-04,10025969
144800,2019-02-18,10025970
144805,2019-10-30,10025971
144810,2020-01-27,10025972
144815,2019-10-31,10025973
144820,2019-07-20,10025974
144825,2019-02-21,10025975
144830,2019-10-08,10025976
144835,2019-10-06,10025977
144840,2019-11-19,10025978
144845,2020-01-16,10025979
144850,2019-07-12,10025980
144855,2019-10-03,10025981
144860,2019-09-24,10025982
144865,2020-02-11,10025983
144870,2019-06-16,10025984
144875,2019-02-25,10025985
144880,2019-12-23,10025986
144885,2019-02-26,10025987
144890,2019-05-16,10025988
144895,2019-08-17,10025989
144900,2020-02-03,10025990
144905,2020-01-26,10025991
144910,2019-03-03,10025992
144915,2019-10-02,10025993
144920,2019-09-14,10025994
144925,2019-09-08,10025995
144930,2020-02-05,10025996
144935,2019-06-14,10025997
144940,2019-11-05,10025998
144945,2020-01-23,10025999
144950,2019-12-16,10026000
144955,2019-05-07,10026001
144960,2019-09-14,10026002
144965,2019-09-15,10026003
144970,2019-12-31,10026004
144975,2019-07-17,10026005
144980,2019-03-12,10026006
144985,2019-08-03,10026007
144990,2019-10-05,10026008
144995,2019-05-14,10026009
145000,2019-05-17,10026010
145005,2019-09-02,10026011
145010,2019-03-19,10026012
145015,2019-11-04,10026013
145020,2019-08-13,10026014
145025,2020-02-07,10026015
145030,2020-01-04,10026016
145035,2019-04-06,10026017
145040,2019-03-06,10026018
145045,2019-06-20,10026019
145050,2019-07-20,10026020
145055,2019-02-22,10026021
145060,2019-07-22,10026022
145065,2019-05-06,10026023
145070,2019-03-11,10026024
145075,2019-12-16,10026025
145080,2019-10-05,10026026
145085,2019-10-06,10026027
145090,2019-10-08,10026028
145095,2019-05-12,10026029
145100,2019-09-05,10026030
145105,2019-04-30,10026031
145110,2019-10-28,10026032
145115,2019-05-25,10026033
145120,2019-08-17,10026034
145125,2019-11-05,10026035
145130,2019-11-21,10026036
145135,2019-09-05,10026037
145140,2019-11-10,10026038
145145,2019-03-07,10026039
145150,2019-07-03,10026040
145155,2019-07-19,10026041
145160,2019-10-03,10026042
145165,2019-05-18,10026043
145170,2019-06-22,10026044
145175,2019-03-15,10026045
145180,2020-02-07,10026046
145185,2019-03-14,10026047
145190,2019-01-20,10026048
145195,2019-07-13,10026049
145200,2020-01-02,10026050
145205,2020-01-27,10026051
145210,2019-03-17,10026052
145215,2019-12-01,10026053
145220,2019-07-02,10026054
145225,2019-01-23,10026055
145230,2020-02-04,10026056
145235,2019-02-09,10026057
145240,2019-01-14,10026058
145245,2020-01-19,10026059
145250,2019-12-25,10026060
145255,2019-09-25,10026061
145260,2019-10-31,10026062
145265,2019-05-02,10026063
145270,2019-02-04,10026064
145275,2020-01-27,10026065
145280,2019-06-13,10026066
145285,2019-05-25,10026067
145290,2019-01-27,10026068
145295,2019-02-25,10026069
145300,2019-08-20,10026070
145305,2020-01-19,10026071
145310,2019-06-01,10026072
145315,2019-09-14,10026073
145320,2019-12-03,10026074
145325,2019-03-04,10026075
145330,2019-04-03,10026076
145335,2019-08-17,10026077
145340,2020-01-26,10026078
145345,2019-10-01,10026079
145350,2019-01-24,10026080
145355,2019-05-03,10026081
145360,2019-10-07,10026082
145365,2019-10-31,10026083
145370,2020-02-14,10026084
145375,2019-07-23,10026085
145380,2019-02-17,10026086
145385,2019-02-19,10026087
145390,2019-12-28,10026088
145395,2019-04-22,10026089
145400,2019-12-12,10026090
145405,2019-11-22,10026091
145410,2019-06-08,10026092
145415,2019-10-05,10026093
145420,2019-03-18,10026094
145425,2020-01-04,10026095
145430,2019-11-13,10026096
145435,2019-11-09,10026097
145440,2019-10-29,10026098
145445,2019-03-24,10026099
145450,2019-05-24,10026100
145455,2019-12-24,10026101
145460,2019-06-01,10026102
145465,2019-11-01,10026103
145470,2019-06-17,10026104
145475,2019-03-06,10026105
145480,2019-05-13,10026106
145485,2019-01-22,10026107
145490,2019-04-27,10026108
145495,2019-07-18,10026109
145500,2019-09-05,10026110
145505,2020-01-19,10026111
145510,2019-06-24,10026112
145515,2019-08-04,10026113
145520,2019-05-23,10026114
145525,2019-07-29,10026115
145530,2019-12-07,10026116
145535,2019-04-22,10026117
145540,2019-12-25,10026118
145545,2019-11-22,10026119
145550,2019-03-22,10026120
145555,2020-01-10,10026121
145560,2019-06-05,10026122
145565,2019-02-09,10026123
145570,2019-07-23,10026124
145575,2019-02-22,10026125
145580,2019-12-13,10026126
145585,2019-09-19,10026127
145590,2019-02-27,10026128
145595,2019-12-15,10026129
145600,2019-08-21,10026130
145605,2019-11-25,10026131
145610,2019-11-04,10026132
145615,2019-07-17,10026133
145620,2019-08-19,10026134
145625,2019-08-23,10026135
145630,2019-08-06,10026136
145635,2019-01-29,10026137
145640,2019-05-03,10026138
145645,2019-08-04,10026139
145650,2019-10-04,10026140
145655,2019-10-20,10026141
145660,2019-03-11,10026142
145665,2019-08-08,10026143
145670,2019-01-28,10026144
145675,2019-07-07,10026145
145680,2019-05-14,10026146
145685,2019-02-19,10026147
145690,2019-07-10,10026148
145695,2019-10-25,10026149
145700,2019-09-13,10026150
145705,2019-09-05,10026151
145710,2019-12-31,10026152
145715,2019-10-29,10026153
145720,2019-12-13,10026154
145725,2019-08-07,10026155
145730,2019-11-25,10026156
145735,2019-12-24,10026157
145740,2019-12-12,10026158
145745,2019-09-12,10026159
145750,2019-09-05,10026160
145755,2019-03-13,10026161
145760,2019-01-02,10026162
145765,2019-04-24,10026163
145770,2019-01-16,10026164
145775,2019-03-24,10026165
145780,2020-02-04,10026166
145785,2019-08-15,10026167
145790,2019-04-05,10026168
145795,2020-01-11,10026169
145800,2019-01-14,10026170
145805,2019-10-17,10026171
145810,2020-01-10,10026172
145815,2019-07-31,10026173
145820,2019-08-09,10026174
145825,2019-03-27,10026175
145830,2019-07-16,10026176
145835,2019-07-04,10026177
145840,2019-01-02,10026178
145845,2020-02-04,10026179
145850,2020-02-15,10026180
145855,2019-11-22,10026181
145860,2020-02-10,10026182
145865,2019-08-14,10026183
145870,2019-07-03,10026184
145875,2019-03-06,10026185
145880,2019-07-04,10026186
145885,2019-04-11,10026187
145890,2019-09-09,10026188
145895,2020-02-08,10026189
145900,2019-01-16,10026190
145905,2020-02-04,10026191
145910,2019-09-09,10026192
145915,2019-03-22,10026193
145920,2019-09-16,10026194
145925,2019-09-29,10026195
145930,2019-12-29,10026196
145935,2019-12-03,10026197
145940,2019-03-28,10026198
145945,2019-08-03,10026199
145950,2019-09-14,10026200
145955,2019-10-16,10026201
145960,2019-11-10,10026202
145965,2020-01-02,10026203
145970,2019-07-07,10026204
145975,2020-01-21,10026205
145980,2019-09-11,10026206
145985,2019-12-11,10026207
145990,2019-04-05,10026208
145995,2019-10-23,10026209
146000,2019-05-18,10026210
146005,2019-04-07,10026211
146010,2019-07-12,10026212
146015,2019-03-16,10026213
146020,2019-10-20,10026214
146025,2019-06-03,10026215
146030,2019-12-04,10026216
146035,2019-10-06,10026217
146040,2019-02-05,10026218
146045,2019-05-31,10026219
146050,2019-11-08,10026220
146055,2019-05-23,10026221
146060,2019-10-15,10026222
146065,2020-01-11,10026223
146070,2019-06-17,10026224
146075,2019-05-17,10026225
146080,2019-04-14,10026226
146085,2020-02-04,10026227
146090,2019-07-17,10026228
146095,2020-01-08,10026229
146100,2019-04-21,10026230
146105,2019-07-24,10026231
146110,2019-10-25,10026232
146115,2019-01-27,10026233
146120,2019-06-18,10026234
146125,2019-01-23,10026235
146130,2019-06-28,10026236
146135,2020-01-13,10026237
146140,2019-10-04,10026238
146145,2019-09-29,10026239
146150,2019-01-30,10026240
146155,2019-07-01,10026241
146160,2020-02-04,10026242
146165,2019-03-31,10026243
146170,2019-02-11,10026244
146175,2019-04-14,10026245
146180,2020-01-30,10026246
146185,2020-02-08,10026247
146190,2019-04-02,10026248
146195,2020-02-13,10026249
146200,2019-08-11,10026250
146205,2020-02-06,10026251
146210,2019-01-06,10026252
146215,2019-01-27,10026253
146220,2019-02-07,10026254
146225,2020-01-15,10026255
146230,2019-11-18,10026256
146235,2019-10-10,10026257
146240,2019-07-13,10026258
146245,2020-01-13,10026259
146250,2019-11-10,10026260
146255,2019-04-25,10026261
146260,2020-01-01,10026262
146265,2019-06-03,10026263
146270,2019-06-26,10026264
146275,2019-11-12,10026265
146280,2020-01-21,10026266
146285,2020-01-12,10026267
146290,2019-09-18,10026268
146295,2019-05-11,10026269
146300,2019-10-17,10026270
146305,2019-02-15,10026271
146310,2019-07-21,10026272
146315,2019-12-26,10026273
146320,2019-01-22,10026274
146325,2019-10-22,10026275
146330,2019-10-20,10026276
146335,2019-10-12,10026277
146340,2019-06-12,10026278
146345,2020-01-03,10026279
146350,2019-08-21,10026280
146355,2019-11-04,10026281
146360,2019-12-31,10026282
146365,2019-06-01,10026283
146370,2020-01-01,10026284
146375,2019-01-03,10026285
146380,2019-03-28,10026286
146385,2019-01-11,10026287
146390,2019-02-01,10026288
146395,2019-12-12,10026289
146400,2019-05-30,10026290
146405,2019-05-31,10026291
146410,2019-10-11,10026292
146415,2019-01-13,10026293
146420,2019-03-04,10026294
146425,2019-08-27,10026295
146430,2019-01-02,10026296
146435,2019-10-13,10026297
146440,2019-11-15,10026298
146445,2019-06-26,10026299
146450,2019-12-31,10026300
146455,2019-06-09,10026301
146460,2019-07-25,10026302
146465,2019-01-10,10026303
146470,2019-10-01,10026304
146475,2020-01-10,10026305
146480,2019-04-27,10026306
146485,2020-01-10,10026307
146490,2019-01-08,10026308
146495,2019-11-28,10026309
146500,2019-09-27,10026310
146505,2019-10-24,10026311
146510,2020-01-26,10026312
146515,2020-01-07,10026313
146520,2019-09-29,10026314
146525,2019-12-18,10026315
146530,2019-06-07,10026316
146535,2019-07-25,10026317
146540,2019-10-04,10026318
146545,2020-01-06,10026319
146550,2019-12-26,10026320
146555,2019-04-16,10026321
146560,2019-10-02,10026322
146565,2019-06-01,10026323
146570,2019-11-20,10026324
146575,2019-11-20,10026325
146580,2019-09-06,10026326
146585,2019-06-08,10026327
146590,2019-03-14,10026328
146595,2019-01-18,10026329
146600,2020-01-28,10026330
146605,2019-12-15,10026331
146610,2019-11-17,10026332
146615,2019-02-11,10026333
146620,2019-09-05,10026334
146625,2019-04-07,10026335
146630,2019-06-07,10026336
146635,2019-01-17,10026337
146640,2019-02-23,10026338
146645,2019-02-01,10026339
146650,2019-07-03,10026340
146655,2020-02-03,10026341
146660,2019-06-22,10026342
146665,2019-09-29,10026343
146670,2019-10-21,10026344
146675,2019-02-26,10026345
146680,2019-10-18,10026346
146685,2019-06-15,10026347
146690,2019-02-25,10026348
146695,2019-09-23,10026349
146700,2019-08-16,10026350
146705,2020-02-10,10026351
146710,2019-09-23,10026352
146715,2019-11-15,10026353
146720,2019-04-09,10026354
146725,2019-09-07,10026355
146730,2019-07-05,10026356
146735,2019-09-14,10026357
146740,2019-11-23,10026358
146745,2019-12-22,10026359
146750,2019-08-23,10026360
146755,2019-05-28,10026361
146760,2019-11-23,10026362
146765,2019-11-15,10026363
146770,2019-01-01,10026364
146775,2019-07-25,10026365
146780,2019-12-27,10026366
146785,2019-06-13,10026367
146790,2019-07-26,10026368
146795,2020-02-06,10026369
146800,2020-01-20,10026370
146805,2020-01-12,10026371
146810,2019-04-25,10026372
146815,2020-02-13,10026373
146820,2019-05-10,10026374
146825,2019-05-23,10026375
146830,2020-01-29,10026376
146835,2020-01-13,10026377
146840,2019-09-22,10026378
146845,2019-12-10,10026379
146850,2019-01-20,10026380
146855,2020-01-09,10026381
146860,2019-03-08,10026382
146865,2019-11-17,10026383
146870,2019-02-06,10026384
146875,2019-03-14,10026385
146880,2019-03-29,10026386
146885,2019-01-27,10026387
146890,2019-06-24,10026388
146895,2019-08-26,10026389
146900,2019-07-06,10026390
146905,2019-06-10,10026391
146910,2019-06-23,10026392
146915,2020-01-20,10026393
146920,2019-07-13,10026394
146925,2019-04-21,10026395
146930,2020-01-29,10026396
146935,2020-01-28,10026397
146940,2019-04-11,10026398
146945,2019-10-23,10026399
146950,2019-12-15,10026400
146955,2019-02-03,10026401
146960,2019-12-05,10026402
146965,2019-03-13,10026403
146970,2019-12-14,10026404
146975,2019-01-21,10026405
146980,2019-01-31,10026406
146985,2020-02-15,10026407
146990,2019-07-21,10026408
146995,2019-05-01,10026409
147000,2019-07-11,10026410
147005,2019-02-04,10026411
147010,2019-04-26,10026412
147015,2020-02-08,10026413
147020,2019-10-09,10026414
147025,2019-03-24,10026415
147030,2019-10-18,10026416
147035,2019-09-18,10026417
147040,2019-01-22,10026418
147045,2019-09-14,10026419
147050,2019-05-08,10026420
147055,2020-02-03,10026421
147060,2019-09-16,10026422
147065,2019-04-18,10026423
147070,2019-03-01,10026424
147075,2019-10-14,10026425
147080,2019-12-07,10026426
147085,2019-10-18,10026427
147090,2019-05-15,10026428
147095,2019-09-29,10026429
147100,2019-06-18,10026430
147105,2019-05-12,10026431
147110,2020-01-01,10026432
147115,2020-02-11,10026433
147120,2019-06-06,10026434
147125,2019-07-13,10026435
147130,2019-07-19,10026436
147135,2019-05-05,10026437
147140,2019-05-28,10026438
147145,2019-08-18,10026439
147150,2019-05-28,10026440
147155,2019-11-10,10026441
147160,2019-02-07,10026442
147165,2019-07-20,10026443
147170,2019-06-16,10026444
147175,2019-03-28,10026445
147180,2019-10-07,10026446
147185,2019-12-12,10026447
147190,2019-11-13,10026448
147195,2019-05-14,10026449
147200,2020-01-10,10026450
147205,2019-08-16,10026451
147210,2019-06-06,10026452
147215,2019-03-17,10026453
147220,2019-02-03,10026454
147225,2019-07-06,10026455
147230,2019-05-21,10026456
147235,2019-08-29,10026457
147240,2019-03-12,10026458
147245,2019-02-28,10026459
147250,2019-08-07,10026460
147255,2019-12-26,10026461
147260,2019-02-24,10026462
147265,2019-08-02,10026463
147270,2019-05-01,10026464
147275,2019-04-01,10026465
147280,2019-05-25,10026466
147285,2020-02-01,10026467
147290,2019-02-25,10026468
147295,2019-07-02,10026469
147300,2020-01-29,10026470
147305,2019-07-29,10026471
147310,2019-07-20,10026472
147315,2020-01-22,10026473
147320,2019-10-27,10026474
147325,2019-10-09,10026475
147330,2019-12-14,10026476
147335,2019-03-20,10026477
147340,2019-05-25,10026478
147345,2019-06-03,10026479
147350,2019-09-04,10026480
147355,2019-08-02,10026481
147360,2019-10-06,10026482
147365,2019-12-01,10026483
147370,2019-08-31,10026484
147375,2020-01-26,10026485
147380,2019-11-26,10026486
147385,2019-08-16,10026487
147390,2019-01-04,10026488
147395,2019-08-03,10026489
147400,2019-11-23,10026490
147405,2019-04-06,10026491
147410,2019-05-28,10026492
147415,2019-07-02,10026493
147420,2019-10-28,10026494
147425,2019-03-10,10026495
147430,2019-01-13,10026496
147435,2019-08-28,10026497
147440,2019-05-17,10026498
147445,2019-08-15,10026499
147450,2019-04-23,10026500
147455,2019-09-18,10026501
147460,2020-01-20,10026502
147465,2020-01-03,10026503
147470,2019-10-09,10026504
147475,2019-07-24,10026505
147480,2019-03-07,10026506
147485,2019-12-17,10026507
147490,2019-08-05,10026508
147495,2020-01-12,10026509
147500,2019-02-17,10026510
147505,2019-11-21,10026511
147510,2019-01-22,10026512
147515,2019-09-23,10026513
147520,2019-10-17,10026514
147525,2019-10-30,10026515
147530,2019-05-17,10026516
147535,2019-07-28,10026517
147540,2019-10-25,10026518
147545,2019-08-29,10026519
147550,2019-03-15,10026520
147555,2019-11-23,10026521
147560,2019-09-23,10026522
147565,2019-02-23,10026523
147570,2019-11-03,10026524
147575,2019-10-22,10026525
147580,2019-10-09,10026526
147585,2019-05-14,10026527
147590,2019-08-31,10026528
147595,2020-02-12,10026529
147600,2020-01-24,10026530
147605,2019-02-03,10026531
147610,2019-07-24,10026532
147615,2019-01-21,10026533
147620,2019-08-31,10026534
147625,2019-11-09,10026535
147630,2020-02-09,10026536
147635,2019-05-28,10026537
147640,2019-10-27,10026538
147645,2020-02-03,10026539
147650,2019-04-03,10026540
147655,2019-08-03,10026541
147660,2019-07-24,10026542
147665,2019-11-26,10026543
147670,2019-01-28,10026544
147675,2019-07-17,10026545
147680,2019-08-14,10026546
147685,2019-04-21,10026547
147690,2019-06-04,10026548
147695,2019-12-16,10026549
147700,2019-01-01,10026550
147705,2019-11-01,10026551
147710,2019-05-21,10026552
147715,2019-07-21,10026553
147720,2019-12-22,10026554
147725,2019-03-17,10026555
147730,2019-12-30,10026556
147735,2020-02-10,10026557
147740,2019-04-14,10026558
147745,2019-02-21,10026559
147750,2019-03-21,10026560
147755,2019-10-24,10026561
147760,2019-01-22,10026562
147765,2019-07-07,10026563
147770,2019-03-02,10026564
147775,2019-10-22,10026565
147780,2020-01-28,10026566
147785,2019-07-14,10026567
147790,2019-04-01,10026568
147795,2019-04-24,10026569
147800,2019-07-23,10026570
147805,2019-01-26,10026571
147810,2019-11-25,10026572
147815,2020-01-30,10026573
147820,2019-10-19,10026574
147825,2019-10-27,10026575
147830,2019-01-06,10026576
147835,2019-12-17,10026577
147840,2019-06-29,10026578
147845,2019-11-05,10026579
147850,2019-04-05,10026580
147855,2019-03-10,10026581
147860,2020-01-14,10026582
147865,2019-07-22,10026583
147870,2019-06-28,10026584
147875,2019-06-05,10026585
147880,2019-04-14,10026586
147885,2019-07-26,10026587
147890,2019-10-11,10026588
147895,2019-04-04,10026589
147900,2019-01-18,10026590
147905,2019-12-30,10026591
147910,2019-02-16,10026592
147915,2019-11-08,10026593
147920,2019-01-12,10026594
147925,2019-03-30,10026595
147930,2019-10-03,10026596
147935,2020-02-13,10026597
147940,2019-02-18,10026598
147945,2020-01-21,10026599
147950,2020-01-24,10026600
147955,2019-11-24,10026601
147960,2019-03-19,10026602
147965,2019-09-14,10026603
147970,2019-09-10,10026604
147975,2019-07-17,10026605
147980,2019-08-21,10026606
147985,2020-01-15,10026607
147990,2019-04-13,10026608
147995,2019-07-23,10026609
148000,2019-06-11,10026610
148005,2019-08-31,10026611
148010,2019-06-25,10026612
148015,2019-10-14,10026613
148020,2019-05-22,10026614
148025,2019-07-08,10026615
148030,2019-09-29,10026616
148035,2019-11-30,10026617
148040,2020-01-08,10026618
148045,2019-10-30,10026619
148050,2019-02-05,10026620
148055,2019-02-06,10026621
148060,2019-10-15,10026622
148065,2020-01-06,10026623
148070,2019-07-22,10026624
148075,2019-01-19,10026625
148080,2019-04-23,10026626
148085,2019-07-30,10026627
148090,2019-11-21,10026628
148095,2019-01-02,10026629
148100,2019-03-14,10026630
148105,2020-02-02,10026631
148110,2019-11-17,10026632
148115,2019-12-13,10026633
148120,2019-06-22,10026634
148125,2019-11-30,10026635
148130,2019-08-26,10026636
148135,2019-06-26,10026637
148140,2019-02-08,10026638
148145,2019-04-06,10026639
148150,2019-06-02,10026640
148155,2019-10-02,10026641
148160,2019-04-24,10026642
148165,2019-09-09,10026643
148170,2019-11-13,10026644
148175,2019-03-08,10026645
148180,2019-08-11,10026646
148185,2019-02-22,10026647
148190,2019-11-17,10026648
148195,2019-08-25,10026649
148200,2019-09-25,10026650
148205,2019-07-08,10026651
148210,2019-11-05,10026652
148215,2019-12-11,10026653
148220,2019-10-17,10026654
148225,2019-08-22,10026655
148230,2019-03-10,10026656
148235,2019-07-16,10026657
148240,2020-02-01,10026658
148245,2019-02-24,10026659
148250,2019-05-03,10026660
148255,2019-02-27,10026661
148260,2019-01-21,10026662
148265,2019-04-07,10026663
148270,2019-12-13,10026664
148275,2019-04-24,10026665
148280,2019-02-22,10026666
148285,2019-12-08,10026667
148290,2020-01-26,10026668
148295,2019-05-21,10026669
148300,2019-08-26,10026670
148305,2019-10-01,10026671
148310,2020-02-15,10026672
148315,2020-01-19,10026673
148320,2019-01-22,10026674
148325,2019-12-04,10026675
148330,2019-07-31,10026676
148335,2020-02-03,10026677
148340,2019-06-10,10026678
148345,2019-07-13,10026679
148350,2019-11-11,10026680
148355,2019-08-19,10026681
