TransactionId,PaymentMade,cardDetails,OrderNumber
4131599,2019-04-30,5428371,8092628
4131613,2019-01-01,5428374,8092638
4131627,2019-11-09,5428377,8092648
4131641,2019-12-30,5428380,8092658
4131655,2019-06-26,5428383,8092668
4131669,2019-04-25,5428386,8092678
4131683,2020-01-13,5428389,8092688
4131697,2019-02-25,5428392,8092698
4131711,2020-01-11,5428395,8092708
4131725,2019-07-19,5428398,8092718
4131739,2019-02-14,5428401,8092728
4131753,2019-05-07,5428404,8092738
4131767,2019-05-04,5428407,8092748
4131781,2019-05-21,5428410,8092758
4131795,2019-01-01,5428413,8092768
4131809,2019-02-17,5428416,8092778
4131823,2019-09-03,5428419,8092788
4131837,2019-12-23,5428422,8092798
4131851,2019-08-10,5428425,8092808
4131865,2020-02-21,5428428,8092818
4131879,2019-01-10,5428431,8092828
4131893,2019-05-02,5428434,8092838
4131907,2019-12-31,5428437,8092848
4131921,2019-10-15,5428440,8092858
4131935,2019-09-15,5428443,8092868
4131949,2019-02-05,5428446,8092878
4131963,2019-09-01,5428449,8092888
4131977,2019-11-11,5428452,8092898
4131991,2020-02-11,5428455,8092908
4132005,2019-06-28,5428458,8092918
4132019,2019-05-31,5428461,8092928
4132033,2019-05-02,5428464,8092938
4132047,2019-06-30,5428467,8092948
4132061,2019-08-25,5428470,8092958
4132075,2019-09-27,5428473,8092968
4132089,2019-09-18,5428476,8092978
4132103,2020-01-06,5428479,8092988
4132117,2019-07-16,5428482,8092998
4132131,2019-04-10,5428485,8093008
4132145,2020-01-14,5428488,8093018
4132159,2019-03-24,5428491,8093028
4132173,2019-12-11,5428494,8093038
4132187,2020-03-01,5428497,8093048
4132201,2019-03-13,5428500,8093058
4132215,2019-12-28,5428503,8093068
4132229,2020-02-28,5428506,8093078
4132243,2019-12-30,5428509,8093088
4132257,2019-08-11,5428512,8093098
4132271,2019-08-01,5428515,8093108
4132285,2020-02-26,5428518,8093118
4132299,2019-06-07,5428521,8093128
4132313,2019-08-29,5428524,8093138
4132327,2019-11-30,5428527,8093148
4132341,2019-05-12,5428530,8093158
4132355,2019-09-17,5428533,8093168
4132369,2019-04-20,5428536,8093178
4132383,2019-06-08,5428539,8093188
4132397,2019-12-10,5428542,8093198
4132411,2020-02-27,5428545,8093208
4132425,2019-02-23,5428548,8093218
4132439,2020-02-24,5428551,8093228
4132453,2019-05-28,5428554,8093238
4132467,2019-02-04,5428557,8093248
4132481,2019-10-27,5428560,8093258
4132495,2019-08-01,5428563,8093268
4132509,2019-03-25,5428566,8093278
4132523,2019-10-06,5428569,8093288
4132537,2019-07-20,5428572,8093298
4132551,2019-01-21,5428575,8093308
4132565,2019-07-24,5428578,8093318
4132579,2019-06-29,5428581,8093328
4132593,2020-02-14,5428584,8093338
4132607,2019-05-07,5428587,8093348
4132621,2019-07-19,5428590,8093358
4132635,2019-08-16,5428593,8093368
4132649,2020-02-02,5428596,8093378
4132663,2019-07-31,5428599,8093388
4132677,2019-02-08,5428602,8093398
4132691,2019-10-02,5428605,8093408
4132705,2019-01-15,5428608,8093418
4132719,2019-04-24,5428611,8093428
4132733,2019-02-26,5428614,8093438
4132747,2019-02-23,5428617,8093448
4132761,2020-01-14,5428620,8093458
4132775,2019-10-11,5428623,8093468
4132789,2019-07-27,5428626,8093478
4132803,2019-01-07,5428629,8093488
4132817,2020-02-12,5428632,8093498
4132831,2019-09-20,5428635,8093508
4132845,2019-11-25,5428638,8093518
4132859,2019-05-05,5428641,8093528
4132873,2019-08-08,5428644,8093538
4132887,2019-02-03,5428647,8093548
4132901,2019-11-26,5428650,8093558
4132915,2019-07-10,5428653,8093568
4132929,2019-03-06,5428656,8093578
4132943,2019-01-17,5428659,8093588
4132957,2019-09-15,5428662,8093598
4132971,2019-04-27,5428665,8093608
4132985,2020-01-12,5428668,8093618
4132999,2019-12-18,5428671,8093628
4133013,2019-07-09,5428674,8093638
4133027,2019-10-15,5428677,8093648
4133041,2019-07-18,5428680,8093658
4133055,2019-07-02,5428683,8093668
4133069,2019-12-19,5428686,8093678
4133083,2019-01-27,5428689,8093688
4133097,2019-08-26,5428692,8093698
4133111,2019-06-24,5428695,8093708
4133125,2019-12-20,5428698,8093718
4133139,2019-08-05,5428701,8093728
4133153,2020-01-14,5428704,8093738
4133167,2019-07-02,5428707,8093748
4133181,2019-12-12,5428710,8093758
4133195,2020-01-04,5428713,8093768
4133209,2019-04-15,5428716,8093778
4133223,2019-06-17,5428719,8093788
4133237,2019-05-01,5428722,8093798
4133251,2020-01-15,5428725,8093808
4133265,2019-12-12,5428728,8093818
4133279,2019-10-11,5428731,8093828
4133293,2019-07-03,5428734,8093838
4133307,2019-03-03,5428737,8093848
4133321,2020-02-14,5428740,8093858
4133335,2019-06-02,5428743,8093868
4133349,2019-05-07,5428746,8093878
4133363,2019-11-23,5428749,8093888
4133377,2019-04-22,5428752,8093898
4133391,2019-12-09,5428755,8093908
4133405,2019-02-20,5428758,8093918
4133419,2019-04-29,5428761,8093928
4133433,2019-03-14,5428764,8093938
4133447,2019-01-08,5428767,8093948
4133461,2019-01-07,5428770,8093958
4133475,2019-05-19,5428773,8093968
4133489,2019-09-14,5428776,8093978
4133503,2019-02-15,5428779,8093988
4133517,2019-12-31,5428782,8093998
4133531,2019-07-22,5428785,8094008
4133545,2019-07-22,5428788,8094018
4133559,2020-01-20,5428791,8094028
4133573,2019-02-27,5428794,8094038
4133587,2019-06-19,5428797,8094048
4133601,2019-04-18,5428800,8094058
4133615,2019-01-09,5428803,8094068
4133629,2019-02-14,5428806,8094078
4133643,2019-11-12,5428809,8094088
4133657,2020-02-19,5428812,8094098
4133671,2019-06-03,5428815,8094108
4133685,2019-01-02,5428818,8094118
4133699,2019-05-24,5428821,8094128
4133713,2019-03-22,5428824,8094138
4133727,2019-03-25,5428827,8094148
4133741,2019-02-03,5428830,8094158
4133755,2019-09-11,5428833,8094168
4133769,2019-01-23,5428836,8094178
4133783,2020-02-15,5428839,8094188
4133797,2019-12-20,5428842,8094198
4133811,2019-10-27,5428845,8094208
4133825,2019-10-13,5428848,8094218
4133839,2020-02-15,5428851,8094228
4133853,2019-02-20,5428854,8094238
4133867,2019-05-12,5428857,8094248
4133881,2020-01-12,5428860,8094258
4133895,2019-12-13,5428863,8094268
4133909,2019-12-31,5428866,8094278
4133923,2019-08-28,5428869,8094288
4133937,2019-06-15,5428872,8094298
4133951,2019-03-25,5428875,8094308
4133965,2020-01-07,5428878,8094318
4133979,2019-08-29,5428881,8094328
4133993,2019-11-04,5428884,8094338
4134007,2019-09-14,5428887,8094348
4134021,2019-03-02,5428890,8094358
4134035,2019-02-02,5428893,8094368
4134049,2019-06-12,5428896,8094378
4134063,2020-01-23,5428899,8094388
4134077,2019-09-05,5428902,8094398
4134091,2019-02-17,5428905,8094408
4134105,2019-08-20,5428908,8094418
4134119,2019-04-29,5428911,8094428
4134133,2019-07-06,5428914,8094438
4134147,2019-08-03,5428917,8094448
4134161,2019-05-15,5428920,8094458
4134175,2019-09-08,5428923,8094468
4134189,2019-01-14,5428926,8094478
4134203,2019-03-06,5428929,8094488
4134217,2020-01-09,5428932,8094498
4134231,2019-08-17,5428935,8094508
4134245,2019-01-13,5428938,8094518
4134259,2019-10-30,5428941,8094528
4134273,2019-08-18,5428944,8094538
4134287,2019-03-27,5428947,8094548
4134301,2019-08-06,5428950,8094558
4134315,2020-01-17,5428953,8094568
4134329,2019-11-20,5428956,8094578
4134343,2019-03-27,5428959,8094588
4134357,2019-08-24,5428962,8094598
4134371,2019-05-08,5428965,8094608
4134385,2019-09-07,5428968,8094618
4134399,2019-10-30,5428971,8094628
4134413,2019-12-30,5428974,8094638
4134427,2019-01-07,5428977,8094648
4134441,2019-11-11,5428980,8094658
4134455,2019-10-04,5428983,8094668
4134469,2019-08-19,5428986,8094678
4134483,2019-04-05,5428989,8094688
4134497,2019-01-02,5428992,8094698
4134511,2019-06-10,5428995,8094708
4134525,2019-12-26,5428998,8094718
4134539,2019-12-15,5429001,8094728
4134553,2019-10-23,5429004,8094738
4134567,2019-04-28,5429007,8094748
4134581,2019-03-30,5429010,8094758
4134595,2019-05-10,5429013,8094768
4134609,2019-03-19,5429016,8094778
4134623,2019-06-06,5429019,8094788
4134637,2019-03-03,5429022,8094798
4134651,2019-10-26,5429025,8094808
4134665,2019-05-10,5429028,8094818
4134679,2019-09-08,5429031,8094828
4134693,2019-01-19,5429034,8094838
4134707,2019-05-01,5429037,8094848
4134721,2019-05-24,5429040,8094858
4134735,2019-08-17,5429043,8094868
4134749,2019-10-30,5429046,8094878
4134763,2020-02-21,5429049,8094888
4134777,2019-09-17,5429052,8094898
4134791,2019-01-18,5429055,8094908
4134805,2019-10-19,5429058,8094918
4134819,2019-09-22,5429061,8094928
4134833,2019-03-28,5429064,8094938
4134847,2019-03-31,5429067,8094948
4134861,2019-08-29,5429070,8094958
4134875,2019-02-20,5429073,8094968
4134889,2019-05-18,5429076,8094978
4134903,2019-08-22,5429079,8094988
4134917,2019-05-22,5429082,8094998
4134931,2019-02-15,5429085,8095008
4134945,2019-09-18,5429088,8095018
4134959,2019-08-05,5429091,8095028
4134973,2019-02-13,5429094,8095038
4134987,2019-10-23,5429097,8095048
4135001,2019-08-21,5429100,8095058
4135015,2020-02-03,5429103,8095068
4135029,2019-03-23,5429106,8095078
4135043,2019-04-15,5429109,8095088
4135057,2019-02-22,5429112,8095098
4135071,2019-05-14,5429115,8095108
4135085,2019-05-18,5429118,8095118
4135099,2019-02-13,5429121,8095128
4135113,2020-02-13,5429124,8095138
4135127,2019-03-15,5429127,8095148
4135141,2019-06-07,5429130,8095158
4135155,2019-11-04,5429133,8095168
4135169,2020-01-07,5429136,8095178
4135183,2019-02-20,5429139,8095188
4135197,2019-09-05,5429142,8095198
4135211,2019-11-13,5429145,8095208
4135225,2019-12-22,5429148,8095218
4135239,2019-10-27,5429151,8095228
4135253,2019-09-05,5429154,8095238
4135267,2019-05-17,5429157,8095248
4135281,2019-01-19,5429160,8095258
4135295,2019-12-04,5429163,8095268
4135309,2019-06-13,5429166,8095278
4135323,2019-08-26,5429169,8095288
4135337,2019-09-05,5429172,8095298
4135351,2019-04-08,5429175,8095308
4135365,2019-12-24,5429178,8095318
4135379,2019-05-29,5429181,8095328
4135393,2020-02-17,5429184,8095338
4135407,2019-10-23,5429187,8095348
4135421,2019-08-01,5429190,8095358
4135435,2019-03-17,5429193,8095368
4135449,2019-06-14,5429196,8095378
4135463,2020-01-13,5429199,8095388
4135477,2019-07-01,5429202,8095398
4135491,2019-07-06,5429205,8095408
4135505,2020-01-09,5429208,8095418
4135519,2020-01-17,5429211,8095428
4135533,2020-01-06,5429214,8095438
4135547,2019-12-09,5429217,8095448
4135561,2019-04-16,5429220,8095458
4135575,2020-02-06,5429223,8095468
4135589,2019-03-27,5429226,8095478
4135603,2020-02-24,5429229,8095488
4135617,2019-02-06,5429232,8095498
4135631,2019-04-18,5429235,8095508
4135645,2019-08-05,5429238,8095518
4135659,2019-10-25,5429241,8095528
4135673,2019-07-23,5429244,8095538
4135687,2019-03-16,5429247,8095548
4135701,2019-12-04,5429250,8095558
4135715,2019-03-10,5429253,8095568
4135729,2019-05-24,5429256,8095578
4135743,2020-02-26,5429259,8095588
4135757,2019-08-14,5429262,8095598
4135771,2019-02-07,5429265,8095608
4135785,2019-03-28,5429268,8095618
4135799,2019-01-22,5429271,8095628
4135813,2020-02-19,5429274,8095638
4135827,2019-02-11,5429277,8095648
4135841,2020-02-12,5429280,8095658
4135855,2020-02-23,5429283,8095668
4135869,2019-12-24,5429286,8095678
4135883,2019-03-29,5429289,8095688
4135897,2019-11-27,5429292,8095698
4135911,2019-03-14,5429295,8095708
4135925,2019-11-04,5429298,8095718
4135939,2019-04-29,5429301,8095728
4135953,2019-09-04,5429304,8095738
4135967,2019-12-26,5429307,8095748
4135981,2019-06-05,5429310,8095758
4135995,2019-03-24,5429313,8095768
4136009,2019-02-06,5429316,8095778
4136023,2019-05-04,5429319,8095788
4136037,2019-09-24,5429322,8095798
4136051,2019-12-05,5429325,8095808
4136065,2019-10-30,5429328,8095818
4136079,2019-04-28,5429331,8095828
4136093,2019-07-29,5429334,8095838
4136107,2019-09-10,5429337,8095848
4136121,2019-11-17,5429340,8095858
4136135,2019-10-19,5429343,8095868
4136149,2019-05-18,5429346,8095878
4136163,2020-01-25,5429349,8095888
4136177,2019-12-01,5429352,8095898
4136191,2019-07-26,5429355,8095908
4136205,2019-05-30,5429358,8095918
4136219,2019-05-03,5429361,8095928
4136233,2019-04-16,5429364,8095938
4136247,2019-11-30,5429367,8095948
4136261,2019-05-18,5429370,8095958
4136275,2019-10-23,5429373,8095968
4136289,2019-01-16,5429376,8095978
4136303,2019-06-03,5429379,8095988
4136317,2019-04-18,5429382,8095998
4136331,2019-11-06,5429385,8096008
4136345,2019-11-22,5429388,8096018
4136359,2020-01-04,5429391,8096028
4136373,2019-04-15,5429394,8096038
4136387,2019-03-14,5429397,8096048
4136401,2019-01-31,5429400,8096058
4136415,2019-12-27,5429403,8096068
4136429,2019-11-03,5429406,8096078
4136443,2019-05-04,5429409,8096088
4136457,2019-04-05,5429412,8096098
4136471,2019-05-01,5429415,8096108
4136485,2019-10-31,5429418,8096118
4136499,2019-03-21,5429421,8096128
4136513,2019-05-06,5429424,8096138
4136527,2020-01-20,5429427,8096148
4136541,2019-07-31,5429430,8096158
4136555,2020-02-08,5429433,8096168
4136569,2019-09-13,5429436,8096178
4136583,2019-07-21,5429439,8096188
4136597,2019-04-27,5429442,8096198
4136611,2019-10-16,5429445,8096208
4136625,2019-09-21,5429448,8096218
4136639,2019-04-23,5429451,8096228
4136653,2019-07-06,5429454,8096238
4136667,2019-11-10,5429457,8096248
4136681,2019-07-17,5429460,8096258
4136695,2020-01-03,5429463,8096268
4136709,2019-06-14,5429466,8096278
4136723,2019-04-19,5429469,8096288
4136737,2019-03-16,5429472,8096298
4136751,2019-11-19,5429475,8096308
4136765,2019-01-03,5429478,8096318
4136779,2019-09-04,5429481,8096328
4136793,2019-01-12,5429484,8096338
4136807,2020-02-06,5429487,8096348
4136821,2019-02-03,5429490,8096358
4136835,2020-01-13,5429493,8096368
4136849,2019-07-24,5429496,8096378
4136863,2019-04-26,5429499,8096388
4136877,2020-01-20,5429502,8096398
4136891,2019-12-07,5429505,8096408
4136905,2019-04-05,5429508,8096418
4136919,2019-09-06,5429511,8096428
4136933,2019-10-20,5429514,8096438
4136947,2019-10-26,5429517,8096448
4136961,2019-07-19,5429520,8096458
4136975,2019-04-19,5429523,8096468
4136989,2019-02-06,5429526,8096478
4137003,2019-02-19,5429529,8096488
4137017,2019-11-15,5429532,8096498
4137031,2019-04-23,5429535,8096508
4137045,2019-02-11,5429538,8096518
4137059,2019-09-23,5429541,8096528
4137073,2019-06-24,5429544,8096538
4137087,2020-01-22,5429547,8096548
4137101,2019-05-28,5429550,8096558
4137115,2019-02-19,5429553,8096568
4137129,2019-04-19,5429556,8096578
4137143,2019-10-14,5429559,8096588
4137157,2019-12-10,5429562,8096598
4137171,2019-06-15,5429565,8096608
4137185,2019-10-07,5429568,8096618
4137199,2020-01-26,5429571,8096628
4137213,2019-02-15,5429574,8096638
4137227,2019-10-07,5429577,8096648
4137241,2019-06-13,5429580,8096658
4137255,2019-10-11,5429583,8096668
4137269,2020-01-30,5429586,8096678
4137283,2019-03-29,5429589,8096688
4137297,2019-05-05,5429592,8096698
4137311,2019-09-23,5429595,8096708
4137325,2019-09-07,5429598,8096718
4137339,2020-03-01,5429601,8096728
4137353,2019-04-13,5429604,8096738
4137367,2019-12-25,5429607,8096748
4137381,2019-12-01,5429610,8096758
4137395,2019-07-28,5429613,8096768
4137409,2019-11-11,5429616,8096778
4137423,2019-07-07,5429619,8096788
4137437,2019-05-23,5429622,8096798
4137451,2019-04-25,5429625,8096808
4137465,2020-02-21,5429628,8096818
4137479,2019-11-11,5429631,8096828
4137493,2019-11-24,5429634,8096838
4137507,2019-08-02,5429637,8096848
4137521,2019-10-30,5429640,8096858
4137535,2019-06-16,5429643,8096868
4137549,2019-09-11,5429646,8096878
4137563,2019-08-01,5429649,8096888
4137577,2019-02-17,5429652,8096898
4137591,2019-06-30,5429655,8096908
4137605,2020-01-18,5429658,8096918
4137619,2019-09-09,5429661,8096928
4137633,2019-08-19,5429664,8096938
4137647,2019-10-02,5429667,8096948
4137661,2019-03-05,5429670,8096958
4137675,2019-08-22,5429673,8096968
4137689,2020-01-23,5429676,8096978
4137703,2019-03-09,5429679,8096988
4137717,2019-09-06,5429682,8096998
4137731,2019-08-26,5429685,8097008
4137745,2019-09-16,5429688,8097018
4137759,2019-10-12,5429691,8097028
4137773,2019-04-16,5429694,8097038
4137787,2019-07-08,5429697,8097048
4137801,2019-01-23,5429700,8097058
4137815,2019-02-17,5429703,8097068
4137829,2020-01-13,5429706,8097078
4137843,2020-02-17,5429709,8097088
4137857,2019-01-07,5429712,8097098
4137871,2019-06-03,5429715,8097108
4137885,2019-06-08,5429718,8097118
4137899,2019-12-17,5429721,8097128
4137913,2019-06-30,5429724,8097138
4137927,2019-11-15,5429727,8097148
4137941,2019-09-08,5429730,8097158
4137955,2020-02-19,5429733,8097168
4137969,2019-05-01,5429736,8097178
4137983,2019-10-26,5429739,8097188
4137997,2019-03-16,5429742,8097198
4138011,2019-02-28,5429745,8097208
4138025,2019-01-26,5429748,8097218
4138039,2019-10-19,5429751,8097228
4138053,2019-04-08,5429754,8097238
4138067,2019-01-18,5429757,8097248
4138081,2019-11-29,5429760,8097258
4138095,2019-11-10,5429763,8097268
4138109,2020-01-20,5429766,8097278
4138123,2019-04-06,5429769,8097288
4138137,2019-03-11,5429772,8097298
4138151,2019-02-13,5429775,8097308
4138165,2019-04-25,5429778,8097318
4138179,2020-02-26,5429781,8097328
4138193,2019-10-23,5429784,8097338
4138207,2019-04-22,5429787,8097348
4138221,2019-04-05,5429790,8097358
4138235,2019-08-05,5429793,8097368
4138249,2019-02-01,5429796,8097378
4138263,2019-07-22,5429799,8097388
4138277,2019-01-02,5429802,8097398
4138291,2019-06-07,5429805,8097408
4138305,2019-11-28,5429808,8097418
4138319,2019-06-09,5429811,8097428
4138333,2019-05-23,5429814,8097438
4138347,2020-02-08,5429817,8097448
4138361,2019-08-04,5429820,8097458
4138375,2019-09-28,5429823,8097468
4138389,2019-06-20,5429826,8097478
4138403,2019-06-24,5429829,8097488
4138417,2019-11-19,5429832,8097498
4138431,2019-04-30,5429835,8097508
4138445,2019-11-17,5429838,8097518
4138459,2019-12-18,5429841,8097528
4138473,2019-12-28,5429844,8097538
4138487,2019-08-28,5429847,8097548
4138501,2019-10-16,5429850,8097558
4138515,2019-07-10,5429853,8097568
4138529,2019-01-22,5429856,8097578
4138543,2019-03-16,5429859,8097588
4138557,2019-11-01,5429862,8097598
4138571,2019-12-10,5429865,8097608
4138585,2019-07-11,5429868,8097618
4138599,2019-03-08,5429871,8097628
4138613,2019-09-25,5429874,8097638
4138627,2019-08-03,5429877,8097648
4138641,2019-09-01,5429880,8097658
4138655,2019-06-24,5429883,8097668
4138669,2019-04-13,5429886,8097678
4138683,2019-03-01,5429889,8097688
4138697,2019-01-21,5429892,8097698
4138711,2019-02-13,5429895,8097708
4138725,2019-03-16,5429898,8097718
4138739,2019-05-12,5429901,8097728
4138753,2019-07-15,5429904,8097738
4138767,2019-08-16,5429907,8097748
4138781,2019-08-28,5429910,8097758
4138795,2020-02-24,5429913,8097768
4138809,2019-04-01,5429916,8097778
4138823,2019-09-06,5429919,8097788
4138837,2019-06-30,5429922,8097798
4138851,2019-08-30,5429925,8097808
4138865,2019-02-16,5429928,8097818
4138879,2019-09-04,5429931,8097828
4138893,2019-02-06,5429934,8097838
4138907,2019-04-22,5429937,8097848
4138921,2019-06-28,5429940,8097858
4138935,2019-07-30,5429943,8097868
4138949,2019-09-08,5429946,8097878
4138963,2019-08-22,5429949,8097888
4138977,2019-05-20,5429952,8097898
4138991,2019-01-21,5429955,8097908
4139005,2019-06-20,5429958,8097918
4139019,2019-10-17,5429961,8097928
4139033,2019-02-10,5429964,8097938
4139047,2020-02-15,5429967,8097948
4139061,2019-03-10,5429970,8097958
4139075,2019-03-12,5429973,8097968
4139089,2019-12-14,5429976,8097978
4139103,2019-04-16,5429979,8097988
4139117,2020-02-22,5429982,8097998
4139131,2019-11-28,5429985,8098008
4139145,2019-05-21,5429988,8098018
4139159,2019-02-20,5429991,8098028
4139173,2019-09-13,5429994,8098038
4139187,2019-01-13,5429997,8098048
4139201,2020-01-28,5430000,8098058
4139215,2020-02-05,5430003,8098068
4139229,2019-04-24,5430006,8098078
4139243,2019-05-04,5430009,8098088
4139257,2019-01-04,5430012,8098098
4139271,2019-10-05,5430015,8098108
4139285,2019-05-25,5430018,8098118
4139299,2019-01-24,5430021,8098128
4139313,2019-07-05,5430024,8098138
4139327,2019-07-17,5430027,8098148
4139341,2019-06-14,5430030,8098158
4139355,2019-12-18,5430033,8098168
4139369,2019-08-03,5430036,8098178
4139383,2019-04-29,5430039,8098188
4139397,2019-04-26,5430042,8098198
4139411,2019-09-10,5430045,8098208
4139425,2019-10-03,5430048,8098218
4139439,2019-02-14,5430051,8098228
4139453,2020-02-23,5430054,8098238
4139467,2019-01-05,5430057,8098248
4139481,2019-12-10,5430060,8098258
4139495,2019-06-01,5430063,8098268
4139509,2019-03-01,5430066,8098278
4139523,2019-05-04,5430069,8098288
4139537,2019-10-06,5430072,8098298
4139551,2020-01-16,5430075,8098308
4139565,2019-09-14,5430078,8098318
4139579,2019-10-27,5430081,8098328
4139593,2019-06-30,5430084,8098338
4139607,2019-12-22,5430087,8098348
4139621,2019-09-28,5430090,8098358
4139635,2019-02-14,5430093,8098368
4139649,2019-11-23,5430096,8098378
4139663,2019-05-06,5430099,8098388
4139677,2019-09-16,5430102,8098398
4139691,2020-01-13,5430105,8098408
4139705,2020-01-14,5430108,8098418
4139719,2019-09-11,5430111,8098428
4139733,2019-04-13,5430114,8098438
4139747,2020-02-15,5430117,8098448
4139761,2020-01-16,5430120,8098458
4139775,2019-01-06,5430123,8098468
4139789,2019-09-01,5430126,8098478
4139803,2019-10-08,5430129,8098488
4139817,2019-05-02,5430132,8098498
4139831,2020-02-05,5430135,8098508
4139845,2019-05-25,5430138,8098518
4139859,2019-06-09,5430141,8098528
4139873,2020-02-07,5430144,8098538
4139887,2019-09-19,5430147,8098548
4139901,2019-05-04,5430150,8098558
4139915,2019-06-17,5430153,8098568
4139929,2019-08-15,5430156,8098578
4139943,2020-01-30,5430159,8098588
4139957,2019-11-07,5430162,8098598
4139971,2019-08-07,5430165,8098608
4139985,2019-07-12,5430168,8098618
4139999,2019-10-30,5430171,8098628
4140013,2020-01-09,5430174,8098638
4140027,2019-06-20,5430177,8098648
4140041,2019-02-25,5430180,8098658
4140055,2019-05-27,5430183,8098668
4140069,2019-12-24,5430186,8098678
4140083,2019-09-02,5430189,8098688
4140097,2019-12-31,5430192,8098698
4140111,2019-02-05,5430195,8098708
4140125,2019-05-17,5430198,8098718
4140139,2019-05-26,5430201,8098728
4140153,2020-02-28,5430204,8098738
4140167,2019-12-19,5430207,8098748
4140181,2019-06-21,5430210,8098758
4140195,2019-08-17,5430213,8098768
4140209,2019-01-15,5430216,8098778
4140223,2019-05-29,5430219,8098788
4140237,2019-11-22,5430222,8098798
4140251,2019-02-01,5430225,8098808
4140265,2019-04-08,5430228,8098818
4140279,2019-06-23,5430231,8098828
4140293,2019-03-27,5430234,8098838
4140307,2019-04-01,5430237,8098848
4140321,2019-09-03,5430240,8098858
4140335,2019-08-08,5430243,8098868
4140349,2019-08-10,5430246,8098878
4140363,2019-08-03,5430249,8098888
4140377,2020-02-03,5430252,8098898
4140391,2019-11-08,5430255,8098908
4140405,2019-02-14,5430258,8098918
4140419,2019-07-10,5430261,8098928
4140433,2019-04-01,5430264,8098938
4140447,2019-12-24,5430267,8098948
4140461,2020-01-02,5430270,8098958
4140475,2020-01-04,5430273,8098968
4140489,2020-01-10,5430276,8098978
4140503,2019-06-17,5430279,8098988
4140517,2019-02-03,5430282,8098998
4140531,2019-01-29,5430285,8099008
4140545,2019-11-09,5430288,8099018
4140559,2019-04-13,5430291,8099028
4140573,2019-06-12,5430294,8099038
4140587,2019-12-02,5430297,8099048
4140601,2019-10-01,5430300,8099058
4140615,2019-08-17,5430303,8099068
4140629,2019-07-28,5430306,8099078
4140643,2019-12-22,5430309,8099088
4140657,2019-01-05,5430312,8099098
4140671,2019-01-13,5430315,8099108
4140685,2019-10-10,5430318,8099118
4140699,2019-11-21,5430321,8099128
4140713,2019-11-22,5430324,8099138
4140727,2019-08-15,5430327,8099148
4140741,2019-06-03,5430330,8099158
4140755,2019-10-02,5430333,8099168
4140769,2020-01-14,5430336,8099178
4140783,2019-03-07,5430339,8099188
4140797,2019-10-10,5430342,8099198
4140811,2019-05-08,5430345,8099208
4140825,2019-08-22,5430348,8099218
4140839,2019-02-02,5430351,8099228
4140853,2019-08-19,5430354,8099238
4140867,2019-07-10,5430357,8099248
4140881,2019-08-01,5430360,8099258
4140895,2019-06-07,5430363,8099268
4140909,2019-12-14,5430366,8099278
4140923,2019-03-03,5430369,8099288
4140937,2019-03-17,5430372,8099298
4140951,2019-04-30,5430375,8099308
4140965,2019-11-09,5430378,8099318
4140979,2019-06-19,5430381,8099328
4140993,2019-02-06,5430384,8099338
4141007,2019-08-08,5430387,8099348
4141021,2020-01-28,5430390,8099358
4141035,2019-07-17,5430393,8099368
4141049,2019-09-05,5430396,8099378
4141063,2019-06-17,5430399,8099388
4141077,2019-10-28,5430402,8099398
4141091,2019-04-20,5430405,8099408
4141105,2019-10-11,5430408,8099418
4141119,2019-07-23,5430411,8099428
4141133,2019-03-16,5430414,8099438
4141147,2019-12-08,5430417,8099448
4141161,2019-11-15,5430420,8099458
4141175,2019-01-14,5430423,8099468
4141189,2020-02-05,5430426,8099478
4141203,2019-08-15,5430429,8099488
4141217,2019-07-14,5430432,8099498
4141231,2019-07-12,5430435,8099508
4141245,2019-03-30,5430438,8099518
4141259,2019-06-14,5430441,8099528
4141273,2019-03-12,5430444,8099538
4141287,2019-07-18,5430447,8099548
4141301,2019-06-21,5430450,8099558
4141315,2019-07-07,5430453,8099568
4141329,2019-05-20,5430456,8099578
4141343,2020-01-16,5430459,8099588
4141357,2019-06-25,5430462,8099598
4141371,2019-07-11,5430465,8099608
4141385,2019-05-18,5430468,8099618
4141399,2020-01-06,5430471,8099628
4141413,2019-08-04,5430474,8099638
4141427,2019-02-14,5430477,8099648
4141441,2019-03-04,5430480,8099658
4141455,2019-05-09,5430483,8099668
4141469,2020-02-13,5430486,8099678
4141483,2019-08-14,5430489,8099688
4141497,2019-10-03,5430492,8099698
4141511,2019-11-06,5430495,8099708
4141525,2019-03-01,5430498,8099718
4141539,2020-01-28,5430501,8099728
4141553,2019-06-03,5430504,8099738
4141567,2019-07-26,5430507,8099748
4141581,2019-01-31,5430510,8099758
4141595,2020-01-04,5430513,8099768
4141609,2019-10-02,5430516,8099778
4141623,2019-04-02,5430519,8099788
4141637,2019-12-19,5430522,8099798
4141651,2019-06-03,5430525,8099808
4141665,2020-02-21,5430528,8099818
4141679,2019-03-26,5430531,8099828
4141693,2020-02-23,5430534,8099838
4141707,2019-07-04,5430537,8099848
4141721,2019-07-02,5430540,8099858
4141735,2019-06-16,5430543,8099868
4141749,2019-03-12,5430546,8099878
4141763,2019-08-31,5430549,8099888
4141777,2019-05-12,5430552,8099898
4141791,2019-04-19,5430555,8099908
4141805,2020-02-24,5430558,8099918
4141819,2019-04-11,5430561,8099928
4141833,2019-01-08,5430564,8099938
4141847,2019-09-26,5430567,8099948
4141861,2019-04-25,5430570,8099958
4141875,2019-01-10,5430573,8099968
